Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result
9264,Sabbir Talukder,16,Female,Chittagong,7th,92.0,3.9,83,70,30,183.0,higher secondary,N,FAIL
9640,Rafi Ahmed,13,Other,Dhaka ,6th,84.3,2.1,44,36,67,147.0,PRIMARY,yes,P
7485,Tanvir Das,11,Male,CHATTOGRAM,Nine,101.5,3.7,87,90,57,234.0,PRIMARY,0,
3658,Shila Ahmed,17,Other,rajshahi,Nine,87.5,5.7,-20,58,82,120.0,Primary,Yes,PASS
2409,Sohan Chowdhury,17,Other,Rajshahi,Nine,55.5,5.4,69,74,88,231.0,,1,P
7430,Sadia Talukder,11,Male,Chattogram,9th,81.1,1.4,85,82,73,240.0,,No,F
8905,Riya Das,18,O,Mymensign,Six,80.0,3.5,32,50,36,118.0,Higher Secondary,,
5556,Karim Chowdhury,15,male,Dacca,8th,92.4,-3.2,82,-15,69,136.0,illiterate,Yes,FAIL
1264,hasan rahman,17,female,KHULNA ,8th,80.9,3.2,88,62,70,error,higher secondary,n/a,FAIL
6420,Tamim Rahman,18,MALE,Barisal,Eight,83.8,2.3,95,32,98,225.0,N/A,1,FAIL
1137,Kabir Rahman,12,female,KHULNA ,Seven,85.6,3.7,90,59,54,203.0,postgraduate,No,pass
6825,Lima Chowdhury,11,other,Sylhet,9th,83.8,3.3,99,88,83,270.0,,Y,fail
6947,Rupa Ahmed,11,,rangpur,7,85.9,1.9,40,44,40,124.0,postgraduate,Yes,FAIL
5931,Karim Ahmed,16,F,Barishal,9th,83.8,3.7,,45,63,108.0,primary,0,Pass
8825,Fatema Hossain,15,MALE,SYLHET,Eight,-15.8,4.3,79,96,64,239.0,Primary,No,Pass
8847,Sohan Rahman,16,Female,Barishal,8,89.7,1.6,83,87,55,225.0,illiterate,0,pass
2462,Momo Talukder,15,Female,Rajshahi,8th,71.4,4.5,-17,31,35,,,Y,F
2548,Karim Akter,14,,Barishal,10th,91.6,1.6,63,63,77,203.0,Graduate,yes,PASS
6114,Shila Islam,18,MALE,mymensingh,9th,73.1,1.8,55,94,74,223.0,unknown,YES,
3180,Arif Talukder,18,MALE,Dhaka,6,86.8,3.0,45,76,96,217.0,Unknown,Y,PASS
8716,Hasan Khan,18,Other,Rajshahi ,Seven,82.9,4.5,62,43,83,188.0,Primary,n/a,Fail
1214,Jannat Rahman,16,MALE,sylhet,Eight,88.9,1.8,51,49,62,162.0,unknown,Y,Fail
4834,Ayesha Das,16,female,sylhet,9,73.0,3.2,92,98,72,262.0,Higher Secondary,NO,Pass
7954,Momo Islam,12,other,Mymensingh,7th,91.4,-1.7,61,absent,91,152.0,Illiterate,yes,Fail
4185,Anik Khan,11,other,Barisal,Eight,82.4,2.6,50,63,43,156.0,,NO,FAIL
1590,Momo Rahman,13,MALE,Dacca,8th,83.4,4.1,99,41,70,210.0,primary,NO,Fail
2347,Sohan Das,14,Other,barisal,6,75.2,6.8,60,99,absent,159.0,Secondary,YES,Fail
2038 ,Kabir Sarker,17,Other,Barishal,6th,80.7,5.0,43,99,91,233.0,Higher Secondary,1,Pass
9123,Nadia Akter,16,MALE,,Nine,80.5,4.8,48,64,62,174.0,postgraduate,1,PASS
1244,Jannat Hossain,11,F,Rajshahi ,Six,95.5,1.0,57,93,,150.0,GRADUATE,n/a,Pass
80,Fatema Hossain,12,Female,Sylhet,Seven,78.2,2.9,90,68,30,,Unknown,0,fail
5687,Mitu Ahmed,11,MALE,khulna,Seven,83.1,-0.5,74,72,85,231.0,,No,PASS
6288,Rahim Sarker,18,O,Dhaka ,9,87.7,0.0,33,61,74,168.0,secondary,n/a,fail
100,Sohan Akter,15,F,Rangpur,10,73.5,2.1,72,52,84,208.0,Graduate,Yes,Pass
7735,Karim Khan,15,Other,Dhaka ,6,65.2,4.3,86,90,33,209.0,graduate,1,fail
883,Rakib Das,18,,Barisal,Seven,68.1,2.3,50,79,68,197.0,unknown,no,pass
1861,Priya Sarker,17,female,Dacca,10,74.1,5.7,-48,238,68,258.0,illiterate,NO,F
2209,Kabir Rahman,14,female,Dhaka ,9th,82.0,1.8,73,81,-28,126.0,primary,No,Pass
8595,Hasan Chowdhury,18,Other,Dhaka ,6th,85.0,3.9,41,79,54,174.0,secondary,N,
STU-00068,Riya Khan,15,MALE,Rajshahi,8,76.7,2.2,53,93,78,224.0,secondary,0,FAIL
6874 ,Karim Ahmed,14,O,  Dhaka,7th,70.9,4.0,39,41,95,,GRADUATE,yes,FAIL
2361,Imran Sarker,13,MALE,Chattogram,Nine,71.6,1.7,-39,62,56,79.0,N/A,1,P
733,Priya Sarker,13,female,Chittagong,Ten,96.8,6.4,40,55,71,166.0,Graduate,0,pass
9633,Lima Sarker,16,female,Mymensingh,8,89.0,0.4,86,90,41,217.0,Primary,Yes,F
7779,Zayed Hossain,14,Female,Rajshahi ,8,73.9,3.1,82,34,95,211.0,Secondary,NO,PASS
5929,Kabir Akter,15,Male,sylhet,9th,79.4,2.2,39,92,65,,GRADUATE,yes,FAIL
921,Arif Hossain,17,male,Mymensingh,Seven,96.4,2.3,84,39,71,,GRADUATE,YES,PASS
7435,Tamim Rahman,13,M,Barisal,7,94.7,6.7,251,89,43,383.0,higher secondary,n/a,pass
8796,Imran Ahmed,11,Other,khulna,10,76.6,3.9,36,64,41,141.0,Higher Secondary,,fail
1527,Rupa Talukder,13,other,Ctg,6,82.2,2.0,42,62,91,195.0,,N,FAIL
STU-05397,Karim Islam,11,Male,Dhaka,7,73.3,2.9,31,91,,122.0,Post Graduate,,pass
657,Sabbir Islam,13,female,khulna,9th,,4.2,96,69,39,204.0,GRADUATE,No,Pass
7902,Tamim Rahman,17,male,barisal,Ten,85.7,0.9,58,38,75,171.0,PRIMARY,N,pass
1111,Tanvir Das,16,Other,Dhaka ,9th,76.3,4.4,37,81,62,180.0,unknown,0,FAIL
7105,Nadia Rahman,13,Male,  Dhaka,7th,72.7,5.0,31,47,57,135.0,Primary,,
8300,Ayesha Akter,14,male,Dhaka,9th,92.2,3.8,94,84,69,247.0,Secondary,No,F
2424,Imran Islam,16,MALE,Mymensign,Six,99.2,4.8,82,44,85,211.0,unknown,0,F
501,Farhan Ahmed,13,other,barisal,Seven,78.5,4.8,33,96,63,192.0,N/A,0,PASS
8646,Riya Chowdhury,17,other,Sylhet,10th,93.9,2.3,86,53,49,188.0,postgraduate,0,pass
9190,Imran Chowdhury,14,male,,9th,68.2,2.6,38,50,30,118.0,secondary,no,fail
8473,Rafi Akter,15,O,Barisal,Nine,87.4,3.7,86,,98,184.0,Post Graduate,yes,F
3489,Kabir Akter,12,MALE,rajshahi,Six,70.8,2.4,57,74,97,228.0,Post Graduate,yes,Fail
632,Riya Talukder,15,male,Chattogram,Six,88.0,3.6,,83,65,,Primary,0,Pass
3428,Lima Ahmed,16,FEMALE,Chattogram,Ten,77.8,3.0,94,74,83,251.0,Primary,0,P
176,Momo Sarker,18,female,Barisal,Nine,84.3,0.5,44,88,55,187.0,Secondary,YES,Pass
233,Tanvir Talukder,14,MALE,Rajshahi ,10th,96.3,2.6,66,33,49,148.0,,n/a,FAIL
2339,Mim Talukder,13,other,barisal,8th,54.8,5.4,77,44,63,184.0,secondary,no,pass
6362,Momo Sarker,18,Female,KHULNA ,7,,1.2,58,71,91,220.0,Higher Secondary,no,P
1597,Sadia Islam,13,O,Rangpur,9th,75.0,-1.5,46,40,77,163.0,Primary,0,pass
3817,Sohan Rahman,14,,Khulna,7th,85.4,1.4,92,49,87,228.0,Post Graduate,0,
3275,Lima Talukder,14,O,Mymensingh,8th,82.8,3.5,41,77,66,184.0,primary,0,fail
5837,Anik Sarker,14,female,Barishal,9,,2.8,78,85,32,195.0,unknown,,Pass
8850,Arif Ahmed,15,FEMALE,rangpur,Ten,82.8,1.5,62,83,49,194.0,Illiterate,Y,FAIL
5205,Rafi Rahman,16,FEMALE,Sylhet,8,89.4,3.7,47,80,48,175.0,primary,0,PASS
3740,Mitu Islam,15,,Mymensign,8th,91.8,3.8,32,56,82,170.0,Unknown,n/a,Pass
7306,Nusrat Hossain,13,MALE,Khulna,10th,111.9,3.4,55,63,84,202.0,Higher Secondary,1,PASS
8571,Rakib Ahmed,15,male,Sylhet,06,84.7,4.7,93,31,35,159.0,Illiterate,No,
5920,Ayesha Akter,15,Female,Mymensign,9,69.4,4.7,31,52,80,163.0,Illiterate,YES,FAIL
6425,Jannat Das,17,,rajshahi,Eight,81.6,3.2,97,94,36,227.0,Unknown,,PASS
1484,Bristi Talukder,13,Female,KHULNA ,9,92.3,1.0,49,76,82,207.0,Higher Secondary,Y,F
6533,Momo Ahmed,11,Male,barisal,Eight,90.5,4.9,59,86,39,184.0,Graduate,yes,pass
3977,Hasan Khan,15,M,rangpur,Nine,89.8,1.0,52,87,98,237.0,secondary,YES,Fail
4030,nadia chowdhury,13,female,Chattogram,Ten,103.9,0.4,63,83,41,187.0,Post Graduate,Y,P
3565,Tanvir Rahman,17,male,Rajshahi ,10,95.3,2.9,73,85,73,231.0,GRADUATE,Y,FAIL
9761,Rahim Das,18,O,rangpur,7,93.8,5.5,233,77,53,363.0,postgraduate,1,P
1686,Kabir Hossain,18,,sylhet,7,90.4,3.3,88,38,41,167.0,postgraduate,Yes,
174,Zayed Talukder,13,M,  Dhaka,7th,94.9,2.1,289,46,86,421.0,N/A,YES,pass
1181,Imran Khan,17,O,Dhaka ,7th,86.7,4.7,90,39,83,212.0,secondary,Y,P
1408,Tamim Hossain,15,Female,Barishal,9,81.0,3.5,88,97,38,223.0,primary,yes,fail
8937,Rafi Rahman,13,FEMALE,DHAKA,8,86.9,1.9,97,38,51,186.0,Higher Secondary,yes,PASS
6995,Nadia Sarker,13,FEMALE,chittagong,Seven,76.8,4.0,45,37,71,153.0,unknown,,P
3601,Shila Akter,13,MALE,Sylhet,8th,75.2,3.4,85,69,97,251.0,N/A,Yes,F
5012,Lima Sarker,16,female,dhaka,Eight,68.8,2.4,30,44,54,128.0,Secondary,no,Fail
4822,Imran Chowdhury,16,other,Chittagong,06,82.2,2.5,81,62,50,193.0,GRADUATE,yes,FAIL
4656,Bristi Islam,15,male,rangpur,9th,86.0,2.2,84,75,55,214.0,Secondary,no,Fail
4608,Rafi Sarker,13,F,Ctg,Nine,86.5,5.1,63,49,85,180.0,graduate,yes,fail
9085,Bristi Hossain,15,,Mymensign,6th,78.2,2.8,77,75,86,238.0,unknown,yes,
8224,Rupa Chowdhury,11,other,Rajshahi ,8th,86.5,2.7,33,74,75,182.0,secondary,N,FAIL
8786,Sadia Talukder,12,male,,10th,116.3,2.4,36,94,91,221.0,Unknown,NO,Fail
6794,Sabbir Das,17,O,,9,88.3,4.0,59,87,49,195.0,Primary,YES,pass
1459,Lima Chowdhury,18,Other,khulna,7th,93.5,4.7,69,83,43,195.0,GRADUATE,1,Pass
5992,Riya Chowdhury,14,FEMALE,Mymensign,7th,81.0,2.1,45,81,33,159.0,Primary,NO,P
5015,Rupa Islam,14,FEMALE,Sylhet,Nine,72.9,1.5,46,32,91,169.0,postgraduate,no,P
1193,Bristi Khan,13,,Chittagong,Ten,95.9,0.8,59,54,55,168.0,primary,Yes,F
3726,Farhan Das,17,male,rajshahi,7th,59.9,4.4,64,54,49,167.0,Illiterate,0,fail
9108,Shila Ahmed,18,FEMALE,rangpur,9th,96.5,1.7,62,74,93,229.0,Post Graduate,yes,F
STU-00421,Imran Hossain,13,M,Ctg,6,84.6,1.2,71,66,71,208.0,Primary,Y,Fail
2029,Bristi Chowdhury,17,,Chattogram,7,72.7,3.1,64,99,52,215.0,primary,no,FAIL
8165,Mitu Islam,,Other,Rajshahi ,9th,81.6,0.9,62,53,67,182.0,PRIMARY,,FAIL
6751,Tamim Chowdhury,11,Other,CHATTOGRAM,8th,83.6,0.8,38,85,52,175.0,higher secondary,0,P
4930,Sohan Rahman,11,Other,Barisal,9,97.4,-0.0,31,61,51,143.0,higher secondary,,pass
7037,Imran Akter,13,FEMALE,Barishal,9,99.6,29.0,69,75,36,180.0,graduate,n/a,PASS
3300,Nusrat Ahmed,15,Other,CHATTOGRAM,Nine,87.1,-5.0,82,43,50,,higher secondary,0,Pass
5281,Nusrat Akter,14,Female,Rajshahi ,7,74.0,2.9,71,57,56,184.0,Secondary,N,Pass
4825,Rakib Talukder,12,M,mymensingh,9,88.6,0.2,30,73,81,184.0,Unknown,NO,FAIL
6350,Fatema Hossain,16,O,Rajshahi ,8th,84.9,4.5,53,55,54,162.0,higher secondary,yes,F
2303,Mim Hossain,12,Female,Barisal,8,76.4,1.2,51,37,50,138.0,GRADUATE,no,pass
6686,Hasan Hossain,18,,Khulna,Ten,91.0,2.9,52,,51,103.0,Secondary,n/a,P
1422,Hasan Sarker,15,O,chittagong,7th,64.3,4.5,55,41,50,146.0,Secondary,no,PASS
4411,Jannat Das,15,male,KHULNA ,8th,95.6,1.9,51,78,53,182.0,Graduate,yes,Fail
2793,Bristi Das,13,O,Chittagong,Ten,98.2,4.1,34,70,92,,GRADUATE,NO,Fail
8081,Farhan Akter,18,other,KHULNA ,10,88.6,3.8,73,34,54,161.0,primary,yes,fail
9396,Fatema Chowdhury,11,MALE,Rajshahi ,9,72.8,2.8,89,88,52,229.0,unknown,yes,Fail
3560,Imran Akter,13,,barisal,Nine,83.5,5.0,51,79,77,207.0,unknown,no,F
2143,Arif Ahmed,14,Other,Mymensign,06,100.6,4.2,88,90,58,236.0,GRADUATE,N,F
844,Bristi Das,11,Male,Rajshahi ,06,81.2,2.8,84,93,86,263.0,Illiterate,NO,pass
1451,Rupa Akter,14,MALE,mymensingh,8,82.6,4.7,47,67,88,202.0,illiterate,,Fail
8579,Rupa Chowdhury,14,F,DHAKA,6th,72.6,2.0,97,73,91,270.0,Graduate,Y,Fail
5020,Imran Talukder,15,M,Chattogram,10,72.9,5.1,47,83,65,,Unknown,yes,fail
3360,Rupa Talukder,12,F,Sylhet,Seven,104.6,2.7,78,72,45,195.0,N/A,Y,Pass
8821,Kabir Ahmed,12,Other,SYLHET,10,93.7,2.4,82,73,57,212.0,unknown,1,Fail
6860,Farhan Hossain,12,other,DHAKA,10,,4.7,85,48,67,,unknown,0,
4523,Farhan Hossain,18,F,khulna,10,90.1,2.9,43,97,37,177.0,Unknown,N,Pass
1593,Nusrat Sarker,18,male,Mymensingh,Eight,104.7,2.9,42,64,76,182.0,Graduate,Y,F
6215,Imran Rahman,11,M,Barisal,Ten,93.9,1.4,49,70,65,184.0,PRIMARY,N,PASS
6528,Arif Islam,12,F,rangpur,6,89.2,3.4,69,56,42,167.0,higher secondary,No,FAIL
5220,Nusrat Sarker,16,Male,Barishal,7,85.0,3.8,228,38,75,341.0,N/A,YES,FAIL
5973,Rakib Sarker,13,other,chittagong,7,139.4,3.9,35,71,45,151.0,Secondary,0,Pass
1385,Rakib Das,16,Female,rangpur,10th,74.7,1.0,46,55,52,153.0,postgraduate,NO,Pass
3117,Kabir Talukder,13,male,Khulna,6th,83.9,2.6,79,59,99,237.0,illiterate,,F
2035,Nadia Rahman,15,female,Ctg,Seven,83.0,3.2,,37,61,98.0,GRADUATE,1,Fail
2467,Bristi Rahman,13,M,rangpur,10,71.5,2.9,95,83,68,246.0,unknown,YES,F
2412,Imran Hossain,11,,barisal,10,97.2,5.6,49,47,59,155.0,Higher Secondary,yes,PASS
8748,Hasan Sarker,11,male,Rangpur,Eight,87.7,0.6,45,43,30,118.0,Post Graduate,Yes,
7002,Rafi Islam,15,O,chittagong,8th,89.6,3.3,87,86,35,208.0,PRIMARY,,fail
640,Rakib Sarker,11,female,Mymensign,9,86.3,3.1,37,56,91,184.0,PRIMARY,YES,PASS
3437 ,Tanvir Talukder,12,Male,Sylhet,10,78.8,5.4,35,43,275,353.0,Unknown,Y,fail
4797,Sohan Khan,12,male,Rajshahi ,10th,87.0,3.0,43,32,82,157.0,N/A,,Pass
6593,Lima Ahmed,12,Female,Rangpur,Ten,93.0,2.4,76,60,42,178.0,unknown,0,pass
2384,Rupa Akter,18,MALE,Mymensingh,8,82.6,2.7,63,44,39,146.0,higher secondary,YES,PASS
6746,Jannat Hossain,18,O,Dacca,Ten,65.8,2.6,37,32,64,133.0,Secondary,n/a,PASS
1971,Shila Chowdhury,11,,KHULNA ,8,69.8,1.9,46,84,39,169.0,primary,yes,fail
6681,Lima Sarker,11,male,SYLHET,9th,83.6,3.9,54,39,34,127.0,Primary,0,fail
9024,Mim Sarker,13,,Rangpur,7th,93.8,1.1,91,63,80,234.0,graduate,0,PASS
STU-03394,Mitu Das,11,M,Ctg,9,93.7,4.0,40,66,43,149.0,Unknown,Yes,Pass
4936,Jannat Ahmed,18,,chittagong,06,86.4,2.0,56,76,52,184.0,N/A,Yes,PASS
1042,Mitu Akter,17,F,CHATTOGRAM,10th,92.2,3.2,50,87,34,171.0,postgraduate,no,Fail
STU-04843,Fatema Chowdhury,18,,Khulna,10th,99.9,2.1,40,52,74,166.0,secondary,no,PASS
2954,Riya Talukder,16,male,Barishal,6th,99.4,3.5,32,70,37,139.0,Secondary,yes,
1407,Rafi Chowdhury,14,Male,Barishal,Ten,92.4,1.9,31,34,91,156.0,,0,
9764,Sadia Sarker,15,Other,DHAKA,Nine,104.1,3.1,,absent,46,46.0,higher secondary,0,PASS
5482,Arif Akter,17,other,Rajshahi,7,96.9,-0.0,48,32,68,148.0,secondary,0,P
2956,Shila Khan,14,Other,DHAKA,10,98.0,4.9,90,76,32,198.0,N/A,1,Fail
5285,Arif Islam,11,FEMALE,Barishal,8th,84.0,1.8,73,-27,94,140.0,primary,no,P
8818,Anik Rahman,15,other,Dhaka ,9th,74.2,2.1,52,99,36,187.0,N/A,0,Pass
1838,Arif Sarker,11,male,SYLHET,6,87.3,4.7,81,89,81,251.0,illiterate,NO,Pass
2210,Tanvir Islam,13,,DHAKA,Eight,86.5,3.1,89,78,44,211.0,secondary,1,P
8034,Nusrat Khan,11,,khulna,10,102.4,4.0,32,43,34,109.0,graduate,Y,pass
6383,Nadia Rahman,12,Female,sylhet,06,80.2,7.1,57,30,-46,41.0,Higher Secondary,Y,pass
7094,Sabbir Talukder,17,other,SYLHET,8,98.8,-0.0,79,68,76,223.0,Graduate,,F
8925,Bristi Das,16,Other,Mymensign,9th,84.5,1.1,38,76,69,183.0,Graduate,n/a,F
9850,Nadia Das,17,FEMALE,rajshahi,6,N/A,4.5,76,42,51,169.0,Unknown,Yes,FAIL
3244,Nadia Das,18,Male,KHULNA ,10th,76.4,2.9,76,66,77,219.0,unknown,yes,Pass
8285,Bristi Akter,16,Female,Rangpur,6,79.5,0.9,70,71,-34,107.0,primary,YES,Pass
6676,Nusrat Talukder,14,female,KHULNA ,8th,90.7,5.2,73,64,80,217.0,GRADUATE,Yes,pass
61,Sadia Khan,14,Other,Barisal,06,-4.9,4.6,52,39,98,189.0,Secondary,no,Pass
5776,Rakib Das,13,M,sylhet,Six,89.8,21.6,51,34,87,172.0,Post Graduate,No,
STU-05513,Rakib Ahmed,17,other,  Dhaka,8,94.6,2.6,52,31,50,133.0,N/A,yes,PASS
4269,Nusrat Khan,16,Other,CHATTOGRAM,Six,80.5,3.4,77,65,259,401.0,Higher Secondary,NO,fail
STU-03723,Sabbir Islam,14,female,mymensingh,Seven,80.2,5.1,41,51,30,122.0,Higher Secondary,NO,P
7760,Lima Ahmed,17,female,Mymensign,Ten,160.9,3.5,47,89,31,167.0,unknown,Yes,pass
7071,rupa chowdhury,13,F,Sylhet,8th,91.1,3.2,78,91,68,237.0,Primary,,Fail
5174,Nusrat Ahmed,17,Male,Mymensign,06,93.8,2.3,34,47,46,127.0,unknown,1,P
7116,Shila Rahman,11,MALE,mymensingh,9,105.5,6.2,61,210,92,363.0,Unknown,yes,Fail
8800,Farhan Chowdhury,14,Female,rangpur,8,90.1,-4.0,85,41,82,208.0,,no,
164,Sadia Talukder,18,Male,Mymensingh,10,87.0,1.5,67,63,46,176.0,Illiterate,No,F
3724,Nadia Talukder,16,M,KHULNA ,6th,71.6,3.7,50,42,90,182.0,PRIMARY,no,pass
8265,Fatema Ahmed,18,Other,Dhaka,Seven,76.3,4.2,50,68,69,187.0,Primary,n/a,FAIL
6014,Kabir Ahmed,291,Male,rajshahi,10th,91.2,1.6,40,69,33,142.0,secondary,N,FAIL
4064,Tanvir Talukder,18,female,mymensingh,Six,96.5,3.4,56,36,52,,postgraduate,0,FAIL
6761,Hasan Akter,12,Other,KHULNA ,8,88.2,3.0,74,77,78,229.0,Graduate,,FAIL
2169,Nusrat Akter,18,other,Rajshahi ,Nine,88.9,1.4,55,38,49,142.0,PRIMARY,n/a,
3024,Shila Das,16,M,Rajshahi ,Six,73.7,3.4,74,63,31,168.0,unknown,yes,Fail
4232,Priya Hossain,13,MALE,KHULNA ,10th,69.9,5.3,71,33,68,172.0,secondary,No,FAIL
4707,Jannat Sarker,15,FEMALE,rajshahi,9th,92.1,5.3,60,59,54,173.0,Secondary,n/a,P
6690,Tamim Ahmed,14,Female,Chattogram,10,86.8,1.7,68,90,52,210.0,illiterate,No,Pass
5636,Jannat Akter,18,female,mymensingh,6th,81.6,1.7,70,57,30,157.0,higher secondary,yes,pass
3884,Rakib Sarker,18,other,Dacca,7th,87.6,0.8,83,88,68,239.0,N/A,Y,pass
113,Nusrat Hossain,17,other,Rangpur,8,80.6,5.4,71,70,35,176.0,Post Graduate,No,pass
5444,Nusrat Das,13,Other,Rangpur,10,89.3,2.6,98,absent,74,171.0,illiterate,no,fail
1674,Rafi Sarker,12,Female,Barishal,Six,77.9,4.0,80,69,97,246.0,Graduate,,pass
8582,Riya Ahmed,18,M,chittagong,10th,86.4,1.9,77,44,69,190.0,Unknown,N,FAIL
9343,Momo Das,12,MALE,Mymensign,9th,92.2,4.5,82,42,87,211.0,postgraduate,,pass
8099,Fatema Rahman,15,FEMALE,Sylhet,Seven,90.7,3.6,81,70,-41,110.0,higher secondary,0,
4160,Arif Akter,150,Male,chittagong,9,77.2,4.5,93,60,87,240.0,Graduate,n/a,Fail
1330,Mitu Islam,17,Female,rangpur,06,98.0,3.8,59,35,48,142.0,illiterate,yes,P
9521,Tanvir Khan,-8,MALE,khulna,10th,118.7,3.1,34,75,98,207.0,GRADUATE,1,Fail
3332,Rahim Das,17,other,khulna,6,82.6,1.2,41,67,53,161.0,Graduate,n/a,PASS
4765,Rahim Islam,12,male,Barishal,8th,,6.1,70,62,42,174.0,Post Graduate,no,P
3788,Sadia Akter,16,Other,KHULNA ,10th,92.7,0.8,86,49,34,169.0,GRADUATE,N,fail
8851,Momo Akter,fifteen,F,Rajshahi ,9,86.3,3.3,33,96,93,222.0,PRIMARY,N,F
6758,zayed khan,17,Female,Barishal,Ten,83.7,1.4,63,83,90,236.0,PRIMARY,yes,FAIL
797,Priya Akter,14,Male,Rajshahi,8,90.6,3.3,80,98,60,238.0,PRIMARY,No,PASS
4149,Riya Talukder,17,male,khulna,Nine,91.1,2.2,92,98,35,225.0,postgraduate,n/a,Pass
3363,Nusrat Akter,15,F,KHULNA ,9,96.3,2.3,58,55,66,179.0,illiterate,Y,pass
4837,Kabir Hossain,17,M,mymensingh,9th,80.2,4.2,65,57,39,161.0,unknown,N,Pass
653,Sadia Rahman,17,female,mymensingh,Ten,74.6,1.4,30,95,59,184.0,Graduate,Y,F
8772,Sohan Khan,12,Female,Chittagong,9th,79.4,2.3,92,46,-12,126.0,Secondary,0,pass
1230,Nusrat Islam,18,MALE,sylhet,9th,80.5,3.5,84,44,63,191.0,unknown,yes,Pass
4572,Zayed Akter,13,MALE,SYLHET,10th,94.4,5.1,78,39,58,175.0,Higher Secondary,1,F
7973,Bristi Khan,13,female,khulna,10,69.8,1.4,89,80,78,247.0,Higher Secondary,1,F
8008,Mitu Rahman,17,other,mymensingh,6th,84.9,3.9,53,78,69,200.0,GRADUATE,YES,F
413,Tanvir Ahmed,14,F,DHAKA,10,100.0,3.7,52,77,61,190.0,unknown,,P
2400,Jannat Hossain,17,M,Dacca,8,84.2,3.9,63,75,98,236.0,Unknown,No,FAIL
5719,Sohan Hossain,18,F,Rajshahi,10,85.9,2.7,60,31,72,163.0,Post Graduate,yes,P
4348,Tanvir Sarker,14,FEMALE,Sylhet,9th,91.6,2.2,77,36,69,182.0,postgraduate,No,PASS
228,Mim Sarker,16,O,Dhaka,7th,105.8,2.0,70,89,43,202.0,postgraduate,NO,P
6644,Tamim Hossain,11,female,rangpur,10,79.6,2.1,34,96,79,209.0,PRIMARY,,pass
7111,Rahim Ahmed,16,other,  Dhaka,Ten,84.5,2.7,83,83,57,223.0,higher secondary,Y,
2574,Kabir Sarker,150,Female,dhaka,9,95.9,0.2,47,61,74,182.0,PRIMARY,N,Fail
762,Mitu Khan,17,F,rangpur,Six,-26.4,3.9,76,33,80,189.0,unknown,No,fail
1461,Sohan Rahman,12,male,Chittagong,8th,87.6,3.7,51,76,58,185.0,higher secondary,0,FAIL
2905,Rupa Ahmed,16,Male,rangpur,Seven,81.9,3.6,87,63,82,232.0,secondary,n/a,
2369,Imran Hossain,12,,mymensingh,8,77.2,4.1,32,89,46,167.0,Higher Secondary,NO,fail
1562,Nadia Islam,11,M,Dhaka,Ten,80.3,5.3,93,299,63,455.0,Unknown,YES,Pass
4485,Sabbir Das,12,male,DHAKA,9,86.0,2.6,72,79,42,error,illiterate,No,pass
8289,Tamim Das,11,F,rangpur,06,76.1,5.1,86,,68,154.0,Secondary,Yes,FAIL
3677,Rakib Khan,17,Male,sylhet,9,77.4,3.4,61,83,66,210.0,Higher Secondary,N,FAIL
8076,Kabir Ahmed,12,M,Rajshahi ,7,,3.7,42,71,55,168.0,primary,no,PASS
1364,Tamim Ahmed,16,MALE,Khulna,Seven,73.5,2.3,47,97,36,180.0,N/A,NO,P
6490,Jannat Ahmed,14,M,Chittagong,Ten,78.0,2.7,93,37,,130.0,Primary,N,P
9322,Nusrat Khan,17,male,Mymensingh,Six,78.0,1.6,33,,33,66.0,,Yes,
9821,Sadia Das,18,other,DHAKA,8th,76.9,,83,85,73,241.0,secondary,Y,FAIL
4759,Shila Talukder,13,female,Barisal,Six,82.9,2.5,81,82,32,195.0,unknown,n/a,
1742,Zayed Talukder,16,other,mymensingh,8,100.0,4.2,47,49,91,,primary,N,fail
9679,Sohan Rahman,14,other,Khulna,7,97.0,2.6,31,99,99,229.0,Graduate,Y,Fail
9676,Nadia Rahman,13,male,Chittagong,9,89.7,2.2,-44,99,37,92.0,graduate,YES,FAIL
8057,Hasan Das,14,other,Barishal,Six,77.3,2.6,65,204,68,337.0,Illiterate,,P
4722,Ayesha Ahmed,14,female,rajshahi,Eight,90.6,0.4,34,30,96,160.0,Graduate,No,fail
1420,Sabbir Islam,15,F,Dhaka ,10th,100.1,1.3,93,30,92,215.0,higher secondary,0,Pass
6968,Tanvir Sarker,11,Female,Mymensingh,Nine,71.4,3.3,48,99,76,223.0,Illiterate,YES,pass
8613,Lima Ahmed,16,male,Barishal,8th,77.6,2.6,61,53,42,156.0,unknown,Y,F
6741,Riya Khan,12,O,Barishal,7,81.3,4.4,75,41,38,154.0,secondary,N,PASS
4123,Tanvir Talukder,13,Male,barisal,9,94.0,3.3,67,96,71,234.0,Graduate,N,P
8663,Sadia Islam,13,female,barisal,8th,85.4,2.3,44,71,67,182.0,higher secondary,N,PASS
5537,Riya Ahmed,16,,rangpur,Nine,79.7,2.1,34,41,88,163.0,Unknown,YES,P
609,Sabbir Akter,16,Male,Chattogram,9,73.7,3.9,74,88,85,247.0,Illiterate,0,
7460,Farhan Chowdhury,11,male,Rangpur,6th,82.6,6.9,48,93,34,175.0,higher secondary,n/a,pass
695,Nusrat Sarker,16,O,Dhaka,7,74.6,0.4,45,47,98,190.0,unknown,NO,
